Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Pounds,Steps,Note
2022-08-28,Generic,Cardio,68.0,15,,,,,
2022-08-28,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-08-29,Generic,Cardio,70.0,16,,,,,
2022-08-29,Generic,Cardio,70.0,14,,,,,
2022-08-29,Samsung calorie adjustment,Cardio,96.0,1,,,,,
2022-08-30,Generic,Cardio,57.0,13,,,,,
2022-08-30,Generic,Cardio,64.0,14,,,,,
2022-08-30,Samsung calorie adjustment,Cardio,378.0,1,,,,,
2022-08-31,Samsung calorie adjustment,Cardio,1.0,1,,,,,
2022-09-01,Generic,Cardio,73.0,16,,,,,
2022-09-01,Generic,Cardio,73.0,16,,,,,
2022-09-01,Generic,Cardio,65.0,14,,,,,
2022-09-01,Samsung calorie adjustment,Cardio,95.0,1,,,,,
2022-09-02,Generic,Cardio,74.0,18,,,,,
2022-09-02,Generic,Cardio,70.0,16,,,,,
2022-09-02,Samsung calorie adjustment,Cardio,84.0,1,,,,,
2022-09-03,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-09-04,Generic,Cardio,72.0,16,,,,,
2022-09-04,Generic,Cardio,69.0,15,,,,,
2022-09-04,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2022-09-05,Generic,Cardio,158.0,38,,,,,
2022-09-05,Samsung calorie adjustment,Cardio,219.0,1,,,,,
2022-09-06,Generic,Cardio,82.0,19,,,,,
2022-09-06,Generic,Cardio,80.0,17,,,,,
2022-09-06,Generic,Cardio,75.0,16,,,,,
2022-09-06,Generic,Cardio,74.0,18,,,,,
2022-09-06,Samsung calorie adjustment,Cardio,159.0,1,,,,,
2022-09-07,Samsung calorie adjustment,Cardio,4.0,1,,,,,
2022-09-08,Generic,Cardio,69.0,16,,,,,
2022-09-08,Generic,Cardio,70.0,16,,,,,
2022-09-08,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2022-09-09,Generic,Cardio,50.0,12,,,,,
2022-09-09,Generic,Cardio,68.0,16,,,,,
2022-09-09,Generic,Cardio,61.0,12,,,,,
2022-09-09,Generic,Cardio,69.0,17,,,,,
2022-09-09,Samsung calorie adjustment,Cardio,188.0,1,,,,,
2022-09-10,Generic,Cardio,58.0,13,,,,,
2022-09-10,Generic,Cardio,49.0,10,,,,,
2022-09-10,Generic,Cardio,147.0,36,,,,,
2022-09-10,Generic,Cardio,131.0,30,,,,,
2022-09-10,Generic,Cardio,77.0,20,,,,,
2022-09-10,Generic,Cardio,75.0,19,,,,,
2022-09-10,Samsung calorie adjustment,Cardio,331.0,1,,,,,
2022-09-11,Samsung calorie adjustment,Cardio,3.0,1,,,,,
2022-09-12,Generic,Cardio,63.0,13,,,,,
2022-09-12,Generic,Cardio,63.0,14,,,,,
2022-09-12,Samsung calorie adjustment,Cardio,97.0,1,,,,,
2022-09-13,Generic,Cardio,71.0,18,,,,,
2022-09-13,Generic,Cardio,69.0,15,,,,,
2022-09-13,Samsung calorie adjustment,Cardio,85.0,1,,,,,
2022-09-14,Generic,Cardio,73.0,17,,,,,
2022-09-14,Generic,Cardio,73.0,17,,,,,
2022-09-14,Samsung calorie adjustment,Cardio,82.0,1,,,,,
2022-09-15,Generic,Cardio,65.0,16,,,,,
2022-09-15,Samsung calorie adjustment,Cardio,121.0,1,,,,,
2022-09-16,Generic,Cardio,48.0,12,,,,,
2022-09-16,Samsung calorie adjustment,Cardio,410.0,1,,,,,
2022-09-17,Samsung calorie adjustment,Cardio,286.0,1,,,,,
2022-09-18,Samsung calorie adjustment,Cardio,148.0,1,,,,,
2022-09-19,Generic,Cardio,71.0,15,,,,,
2022-09-19,Generic,Cardio,78.0,20,,,,,
2022-09-19,Samsung calorie adjustment,Cardio,84.0,1,,,,,
2022-09-20,Generic,Cardio,70.0,15,,,,,
2022-09-20,Generic,Cardio,71.0,15,,,,,
2022-09-20,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2022-09-21,Generic,Cardio,71.0,15,,,,,
2022-09-21,Generic,Cardio,70.0,15,,,,,
2022-09-21,Samsung calorie adjustment,Cardio,94.0,1,,,,,
2022-09-22,Generic,Cardio,76.0,17,,,,,
2022-09-22,Generic,Cardio,67.0,14,,,,,
2022-09-22,Samsung calorie adjustment,Cardio,88.0,1,,,,,
2022-09-23,Generic,Cardio,71.0,18,,,,,
2022-09-23,Generic,Cardio,46.0,10,,,,,
2022-09-23,Samsung calorie adjustment,Cardio,96.0,1,,,,,
2022-09-24,Generic,Cardio,80.0,18,,,,,
2022-09-24,Generic,Cardio,84.0,19,,,,,
2022-09-24,Samsung calorie adjustment,Cardio,228.0,1,,,,,
2022-09-25,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-09-26,Generic,Cardio,57.0,13,,,,,
2022-09-26,Generic,Cardio,69.0,17,,,,,
2022-09-26,Generic,Cardio,74.0,18,,,,,
2022-09-26,Samsung calorie adjustment,Cardio,200.0,1,,,,,
2022-09-27,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-09-28,Samsung calorie adjustment,Cardio,5.0,1,,,,,
2022-09-29,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-09-30,Samsung calorie adjustment,Cardio,5.0,1,,,,,
2022-10-01,Generic,Cardio,271.0,66,,,,,
2022-10-01,Generic,Cardio,80.0,20,,,,,
2022-10-01,Samsung calorie adjustment,Cardio,262.0,1,,,,,
2022-10-02,Samsung calorie adjustment,Cardio,4.0,1,,,,,
2022-10-03,Generic,Cardio,78.0,18,,,,,
2022-10-03,Generic,Cardio,75.0,19,,,,,
2022-10-03,Samsung calorie adjustment,Cardio,223.0,1,,,,,
2022-10-04,Generic,Cardio,155.0,37,,,,,
2022-10-04,Generic,Cardio,71.0,14,,,,,
2022-10-04,Generic,Cardio,72.0,15,,,,,
2022-10-04,Samsung calorie adjustment,Cardio,172.0,1,,,,,
2022-10-05,Generic,Cardio,68.0,15,,,,,
2022-10-05,Generic,Cardio,74.0,17,,,,,
2022-10-05,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2022-10-06,Generic,Cardio,265.0,63,,,,,
2022-10-06,Samsung calorie adjustment,Cardio,170.0,1,,,,,
2022-10-07,Generic,Cardio,109.0,25,,,,,
2022-10-07,Generic,Cardio,74.0,16,,,,,
2022-10-07,Generic,Cardio,47.0,10,,,,,
2022-10-07,Samsung calorie adjustment,Cardio,195.0,1,,,,,
2022-10-08,Generic,Cardio,72.0,17,,,,,
2022-10-08,Generic,Cardio,64.0,14,,,,,
2022-10-08,Generic,Cardio,149.0,39,,,,,
2022-10-08,Generic,Cardio,47.0,11,,,,,
2022-10-08,Samsung calorie adjustment,Cardio,278.0,1,,,,,
2022-10-09,Generic,Cardio,76.0,19,,,,,
2022-10-09,Generic,Cardio,71.0,17,,,,,
2022-10-09,Samsung calorie adjustment,Cardio,81.0,1,,,,,
2022-10-10,Generic,Cardio,242.0,52,,,,,
2022-10-10,Samsung calorie adjustment,Cardio,189.0,1,,,,,
2022-10-11,Generic,Cardio,46.0,10,,,,,
2022-10-11,Generic,Cardio,131.0,29,,,,,
2022-10-11,Generic,Cardio,65.0,14,,,,,
2022-10-11,Generic,Cardio,67.0,14,,,,,
2022-10-11,Samsung calorie adjustment,Cardio,308.0,1,,,,,
2022-10-12,Generic,Cardio,191.0,43,,,,,
2022-10-12,Samsung calorie adjustment,Cardio,211.0,1,,,,,
2022-10-13,Generic,Cardio,71.0,16,,,,,
2022-10-13,Generic,Cardio,73.0,17,,,,,
2022-10-13,Samsung calorie adjustment,Cardio,85.0,1,,,,,
2022-10-14,Generic,Cardio,72.0,15,,,,,
2022-10-14,Generic,Cardio,76.0,16,,,,,
2022-10-14,Generic,Cardio,69.0,15,,,,,
2022-10-14,Generic,Cardio,62.0,14,,,,,
2022-10-14,Samsung calorie adjustment,Cardio,183.0,1,,,,,
2022-10-15,Generic,Cardio,64.0,15,,,,,
2022-10-15,Generic,Cardio,69.0,15,,,,,
2022-10-15,Samsung calorie adjustment,Cardio,234.0,1,,,,,
2022-10-16,Generic,Cardio,217.0,51,,,,,
2022-10-16,Samsung calorie adjustment,Cardio,195.0,1,,,,,
2022-10-17,Generic,Cardio,70.0,17,,,,,
2022-10-17,Generic,Cardio,67.0,15,,,,,
2022-10-17,Samsung calorie adjustment,Cardio,88.0,1,,,,,
2022-10-18,Generic,Cardio,118.0,29,,,,,
2022-10-18,Generic,Cardio,74.0,16,,,,,
2022-10-18,Generic,Cardio,74.0,17,,,,,
2022-10-18,Samsung calorie adjustment,Cardio,177.0,1,,,,,
2022-10-19,Generic,Cardio,78.0,10,,,,,
2022-10-19,Generic,Cardio,71.0,14,,,,,
2022-10-19,Samsung calorie adjustment,Cardio,103.0,1,,,,,
2022-10-20,Generic,Cardio,61.0,16,,,,,
2022-10-20,Generic,Cardio,42.0,10,,,,,
2022-10-20,Samsung calorie adjustment,Cardio,98.0,1,,,,,
2022-10-21,Generic,Cardio,74.0,17,,,,,
2022-10-21,Generic,Cardio,74.0,16,,,,,
2022-10-21,Samsung calorie adjustment,Cardio,88.0,1,,,,,
2022-10-22,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-10-23,Samsung calorie adjustment,Cardio,144.0,1,,,,,
2022-10-24,Generic,Cardio,158.0,36,,,,,
2022-10-24,Generic,Cardio,122.0,27,,,,,
2022-10-24,Samsung calorie adjustment,Cardio,172.0,1,,,,,
2022-10-25,Generic,Cardio,69.0,16,,,,,
2022-10-25,Generic,Cardio,66.0,14,,,,,
2022-10-25,Samsung calorie adjustment,Cardio,93.0,1,,,,,
2022-10-26,Generic,Cardio,72.0,15,,,,,
2022-10-26,Generic,Cardio,76.0,17,,,,,
2022-10-26,Samsung calorie adjustment,Cardio,88.0,1,,,,,
2022-10-27,Generic,Cardio,72.0,16,,,,,
2022-10-27,Samsung calorie adjustment,Cardio,119.0,1,,,,,
2022-10-28,Generic,Cardio,86.0,21,,,,,
2022-10-28,Generic,Cardio,70.0,15,,,,,
2022-10-28,Samsung calorie adjustment,Cardio,80.0,1,,,,,
2022-10-29,Generic,Cardio,71.0,16,,,,,
2022-10-29,Generic,Cardio,67.0,16,,,,,
2022-10-29,Samsung calorie adjustment,Cardio,226.0,1,,,,,
2022-10-30,Generic,Cardio,62.0,13,,,,,
2022-10-30,Samsung calorie adjustment,Cardio,264.0,1,,,,,
2022-10-31,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-11-01,Generic,Cardio,48.0,11,,,,,
2022-11-01,Generic,Cardio,52.0,12,,,,,
2022-11-01,Generic,Cardio,40.0,11,,,,,
2022-11-01,Samsung calorie adjustment,Cardio,226.0,1,,,,,
2022-11-02,Samsung calorie adjustment,Cardio,146.0,1,,,,,
2022-11-03,Generic,Cardio,71.0,16,,,,,
2022-11-03,Generic,Cardio,74.0,16,,,,,
2022-11-03,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2022-11-04,Generic,Cardio,69.0,14,,,,,
2022-11-04,Generic,Cardio,74.0,17,,,,,
2022-11-04,Samsung calorie adjustment,Cardio,229.0,1,,,,,
2022-11-05,Generic,Cardio,72.0,16,,,,,
2022-11-05,Generic,Cardio,60.0,12,,,,,
2022-11-05,Samsung calorie adjustment,Cardio,98.0,1,,,,,
2022-11-06,Generic,Cardio,74.0,17,,,,,
2022-11-06,Generic,Cardio,66.0,14,,,,,
2022-11-06,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2022-11-07,Samsung calorie adjustment,Cardio,2.0,1,,,,,
2022-11-08,Samsung calorie adjustment,Cardio,147.0,1,,,,,
2022-11-09,Generic,Cardio,43.0,10,,,,,
2022-11-09,Generic,Cardio,86.0,19,,,,,
2022-11-09,Generic,Cardio,44.0,10,,,,,
2022-11-09,Generic,Cardio,58.0,14,,,,,
2022-11-09,Generic,Cardio,44.0,10,,,,,
2022-11-09,Samsung calorie adjustment,Cardio,1018.0,1,,,,,
2022-11-10,Samsung calorie adjustment,Cardio,289.0,1,,,,,
2022-11-11,Samsung calorie adjustment,Cardio,291.0,1,,,,,
2022-11-12,Samsung calorie adjustment,Cardio,1.0,1,,,,,
2022-11-20,Generic,Cardio,136.0,31,,,,,
2022-11-20,Generic,Cardio,97.0,23,,,,,
2022-11-20,Generic,Cardio,83.0,20,,,,,
2022-11-20,Samsung calorie adjustment,Cardio,554.0,1,,,,,
2022-11-21,Generic,Cardio,52.0,11,,,,,
2022-11-21,Generic,Cardio,60.0,12,,,,,
2022-11-21,Samsung calorie adjustment,Cardio,393.0,1,,,,,
2022-11-22,Generic,Cardio,72.0,15,,,,,
2022-11-22,Generic,Cardio,74.0,15,,,,,
2022-11-22,Samsung calorie adjustment,Cardio,92.0,1,,,,,
2022-11-23,Generic,Cardio,68.0,15,,,,,
2022-11-23,Generic,Cardio,68.0,16,,,,,
2022-11-23,Samsung calorie adjustment,Cardio,95.0,1,,,,,
2022-11-24,Generic,Cardio,67.0,17,,,,,
2022-11-24,Generic,Cardio,65.0,15,,,,,
2022-11-24,Samsung calorie adjustment,Cardio,231.0,1,,,,,
2022-11-25,Samsung calorie adjustment,Cardio,3.0,1,,,,,
2022-11-26,Generic,Cardio,68.0,15,,,,,
2022-11-26,Samsung calorie adjustment,Cardio,121.0,1,,,,,
2022-11-27,Generic,Cardio,43.0,11,,,,,
2022-11-27,Generic,Cardio,73.0,16,,,,,
2022-11-27,Samsung calorie adjustment,Cardio,239.0,1,,,,,
2022-11-28,Generic,Cardio,73.0,16,,,,,
2022-11-28,Generic,Cardio,74.0,17,,,,,
2022-11-28,Samsung calorie adjustment,Cardio,86.0,1,,,,,
2022-11-29,Generic,Cardio,278.0,64,,,,,
2022-11-29,Samsung calorie adjustment,Cardio,171.0,1,,,,,
2022-11-30,Generic,Cardio,71.0,16,,,,,
2022-11-30,Generic,Cardio,74.0,17,,,,,
2022-11-30,Samsung calorie adjustment,Cardio,86.0,1,,,,,
2022-12-01,Generic,Cardio,68.0,16,,,,,
2022-12-01,Generic,Cardio,75.0,17,,,,,
2022-12-01,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2022-12-02,Generic,Cardio,68.0,14,,,,,
2022-12-02,Generic,Cardio,70.0,15,,,,,
2022-12-02,Samsung calorie adjustment,Cardio,97.0,1,,,,,
2022-12-03,Generic,Cardio,69.0,14,,,,,
2022-12-03,Generic,Cardio,50.0,10,,,,,
2022-12-03,Samsung calorie adjustment,Cardio,247.0,1,,,,,
2022-12-04,Generic,Cardio,238.0,55,,,,,
2022-12-04,Generic,Cardio,72.0,15,,,,,
2022-12-04,Samsung calorie adjustment,Cardio,159.0,1,,,,,
2022-12-05,Generic,Cardio,72.0,18,,,,,
2022-12-05,Generic,Cardio,57.0,12,,,,,
2022-12-05,Samsung calorie adjustment,Cardio,91.0,1,,,,,
2022-12-06,Generic,Cardio,71.0,15,,,,,
2022-12-06,Generic,Cardio,70.0,16,,,,,
2022-12-06,Samsung calorie adjustment,Cardio,94.0,1,,,,,
2022-12-07,Generic,Cardio,68.0,16,,,,,
2022-12-07,Generic,Cardio,71.0,17,,,,,
2022-12-07,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2022-12-08,Generic,Cardio,369.0,87,,,,,
2022-12-08,Generic,Cardio,83.0,20,,,,,
2022-12-08,Generic,Cardio,142.0,31,,,,,
2022-12-08,Samsung calorie adjustment,Cardio,345.0,1,,,,,
2022-12-09,Generic,Cardio,73.0,17,,,,,
2022-12-09,Generic,Cardio,72.0,17,,,,,
2022-12-09,Generic,Cardio,72.0,17,,,,,
2022-12-09,Samsung calorie adjustment,Cardio,85.0,1,,,,,
2022-12-10,Generic,Cardio,166.0,41,,,,,
2022-12-10,Generic,Cardio,84.0,21,,,,,
2022-12-10,Generic,Cardio,69.0,15,,,,,
2022-12-10,Samsung calorie adjustment,Cardio,154.0,1,,,,,
2022-12-11,Generic,Cardio,72.0,16,,,,,
2022-12-11,Generic,Cardio,74.0,16,,,,,
2022-12-11,Samsung calorie adjustment,Cardio,88.0,1,,,,,
2022-12-12,Generic,Cardio,281.0,64,,,,,
2022-12-12,Samsung calorie adjustment,Cardio,168.0,1,,,,,
2022-12-13,Generic,Cardio,232.0,55,,,,,
2022-12-13,Generic,Cardio,71.0,15,,,,,
2022-12-13,Generic,Cardio,72.0,17,,,,,
2022-12-13,Samsung calorie adjustment,Cardio,280.0,1,,,,,
2022-12-14,Generic,Cardio,72.0,17,,,,,
2022-12-14,Generic,Cardio,65.0,15,,,,,
2022-12-14,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2022-12-15,Generic,Cardio,72.0,16,,,,,
2022-12-15,Generic,Cardio,72.0,17,,,,,
2022-12-15,Samsung calorie adjustment,Cardio,89.0,1,,,,,
2022-12-16,Generic,Cardio,173.0,40,,,,,
2022-12-16,Generic,Cardio,62.0,16,,,,,
2022-12-16,Generic,Cardio,63.0,13,,,,,
2022-12-16,Generic,Cardio,115.0,24,,,,,
2022-12-16,Samsung calorie adjustment,Cardio,265.0,1,,,,,
2022-12-17,Generic,Cardio,75.0,17,,,,,
2022-12-17,Generic,Cardio,72.0,15,,,,,
2022-12-17,Samsung calorie adjustment,Cardio,89.0,1,,,,,
2022-12-18,Generic,Cardio,73.0,15,,,,,
2022-12-18,Samsung calorie adjustment,Cardio,122.0,1,,,,,
2022-12-19,Generic,Cardio,74.0,17,,,,,
2022-12-19,Generic,Cardio,73.0,16,,,,,
2022-12-19,Samsung calorie adjustment,Cardio,86.0,1,,,,,
2022-12-20,Generic,Cardio,144.0,34,,,,,
2022-12-20,Generic,Cardio,140.0,33,,,,,
2022-12-20,Samsung calorie adjustment,Cardio,168.0,1,,,,,
2022-12-21,Generic,Cardio,74.0,16,,,,,
2022-12-21,Generic,Cardio,77.0,18,,,,,
2022-12-21,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2022-12-22,Generic,Cardio,76.0,21,,,,,
2022-12-22,Generic,Cardio,73.0,15,,,,,
2022-12-22,Samsung calorie adjustment,Cardio,84.0,1,,,,,
2022-12-23,Generic,Cardio,74.0,16,,,,,
2022-12-23,Generic,Cardio,69.0,15,,,,,
2022-12-23,Samsung calorie adjustment,Cardio,93.0,1,,,,,
2022-12-24,Generic,Cardio,135.0,31,,,,,
2022-12-24,Samsung calorie adjustment,Cardio,230.0,1,,,,,
2022-12-25,Generic,Cardio,135.0,32,,,,,
2022-12-25,Generic,Cardio,125.0,28,,,,,
2022-12-25,Generic,Cardio,71.0,15,,,,,
2022-12-25,Generic,Cardio,72.0,15,,,,,
2022-12-25,Samsung calorie adjustment,Cardio,258.0,1,,,,,
2022-12-26,Generic,Cardio,53.0,12,,,,,
2022-12-26,Generic,Cardio,50.0,10,,,,,
2022-12-26,Samsung calorie adjustment,Cardio,109.0,1,,,,,
2022-12-27,Generic,Cardio,63.0,14,,,,,
2022-12-27,Generic,Cardio,65.0,15,,,,,
2022-12-27,Generic,Cardio,63.0,12,,,,,
2022-12-27,Generic,Cardio,67.0,14,,,,,
2022-12-27,Generic,Cardio,70.0,16,,,,,
2022-12-27,Generic,Cardio,68.0,13,,,,,
2022-12-27,Samsung calorie adjustment,Cardio,271.0,1,,,,,
2022-12-28,Generic,Cardio,65.0,15,,,,,
2022-12-28,Generic,Cardio,51.0,10,,,,,
2022-12-28,Samsung calorie adjustment,Cardio,101.0,1,,,,,
2022-12-29,Generic,Cardio,67.0,14,,,,,
2022-12-29,Generic,Cardio,72.0,16,,,,,
2022-12-29,Samsung calorie adjustment,Cardio,91.0,1,,,,,
2022-12-30,Generic,Cardio,54.0,13,,,,,
2022-12-30,Generic,Cardio,72.0,16,,,,,
2022-12-30,Generic,Cardio,55.0,12,,,,,
2022-12-30,Samsung calorie adjustment,Cardio,213.0,1,,,,,
2022-12-31,Generic,Cardio,65.0,14,,,,,
2022-12-31,Generic,Cardio,43.0,11,,,,,
2022-12-31,Generic,Cardio,129.0,29,,,,,
2022-12-31,Generic,Cardio,125.0,29,,,,,
2022-12-31,Samsung calorie adjustment,Cardio,400.0,1,,,,,
2023-01-01,Generic,Cardio,119.0,27,,,,,
2023-01-01,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2023-01-02,Generic,Cardio,72.0,17,,,,,
2023-01-02,Generic,Cardio,71.0,16,,,,,
2023-01-02,Samsung calorie adjustment,Cardio,89.0,1,,,,,
2023-01-03,Generic,Cardio,75.0,17,,,,,
2023-01-03,Generic,Cardio,79.0,20,,,,,
2023-01-03,Samsung calorie adjustment,Cardio,80.0,1,,,,,
2023-01-04,Generic,Cardio,74.0,17,,,,,
2023-01-04,Generic,Cardio,72.0,16,,,,,
2023-01-04,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2023-01-05,Generic,Cardio,285.0,67,,,,,
2023-01-05,Samsung calorie adjustment,Cardio,166.0,1,,,,,
2023-01-06,Generic,Cardio,64.0,15,,,,,
2023-01-06,Generic,Cardio,69.0,15,,,,,
2023-01-06,Samsung calorie adjustment,Cardio,89.0,1,,,,,
2023-01-07,Generic,Cardio,71.0,16,,,,,
2023-01-07,Generic,Cardio,73.0,18,,,,,
2023-01-07,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2023-01-08,Generic,Cardio,70.0,16,,,,,
2023-01-08,Generic,Cardio,74.0,18,,,,,
2023-01-08,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2023-01-09,Generic,Cardio,51.0,12,,,,,
2023-01-09,Generic,Cardio,53.0,12,,,,,
2023-01-09,Generic,Cardio,280.0,63,,,,,
2023-01-09,Samsung calorie adjustment,Cardio,133.0,1,,,,,
2023-01-10,Generic,Cardio,72.0,15,,,,,
2023-01-10,Generic,Cardio,71.0,15,,,,,
2023-01-10,Samsung calorie adjustment,Cardio,93.0,1,,,,,
2023-01-11,Generic,Cardio,59.0,13,,,,,
2023-01-11,Generic,Cardio,74.0,17,,,,,
2023-01-11,Samsung calorie adjustment,Cardio,96.0,1,,,,,
2023-01-12,Generic,Cardio,72.0,15,,,,,
2023-01-12,Generic,Cardio,74.0,15,,,,,
2023-01-12,Samsung calorie adjustment,Cardio,91.0,1,,,,,
2023-01-13,Generic,Cardio,75.0,17,,,,,
2023-01-13,Generic,Cardio,72.0,16,,,,,
2023-01-13,Samsung calorie adjustment,Cardio,229.0,1,,,,,
2023-01-14,Samsung calorie adjustment,Cardio,145.0,1,,,,,
2023-01-15,Samsung calorie adjustment,Cardio,2.0,1,,,,,
2023-01-16,Samsung calorie adjustment,Cardio,143.0,1,,,,,
2023-01-17,Generic,Cardio,58.0,12,,,,,
2023-01-17,Generic,Cardio,68.0,14,,,,,
2023-01-17,Generic,Cardio,74.0,17,,,,,
2023-01-17,Generic,Cardio,77.0,17,,,,,
2023-01-17,Samsung calorie adjustment,Cardio,181.0,1,,,,,
2023-01-18,Generic,Cardio,75.0,18,,,,,
2023-01-18,Generic,Cardio,61.0,13,,,,,
2023-01-18,Generic,Cardio,78.0,18,,,,,
2023-01-18,Generic,Cardio,74.0,17,,,,,
2023-01-18,Samsung calorie adjustment,Cardio,171.0,1,,,,,
2023-01-19,Generic,Cardio,71.0,15,,,,,
2023-01-19,Pickleball,Cardio,717.0,120,,,,,
2023-01-19,Samsung calorie adjustment,Cardio,0.0,1,,,,,
2023-01-20,Generic,Cardio,75.0,16,,,,,
2023-01-20,Generic,Cardio,78.0,17,,,,,
2023-01-20,Samsung calorie adjustment,Cardio,88.0,1,,,,,
2023-01-21,Samsung calorie adjustment,Cardio,4.0,1,,,,,
2023-01-22,Generic,Cardio,72.0,15,,,,,
2023-01-22,Generic,Cardio,76.0,17,,,,,
2023-01-22,Samsung calorie adjustment,Cardio,90.0,1,,,,,
2023-01-23,Generic,Cardio,65.0,14,,,,,
2023-01-23,Generic,Cardio,55.0,11,,,,,
2023-01-23,Generic,Cardio,77.0,18,,,,,
2023-01-23,Generic,Cardio,80.0,18,,,,,
2023-01-23,Samsung calorie adjustment,Cardio,183.0,1,,,,,
2023-01-24,Generic,Cardio,75.0,17,,,,,
2023-01-24,Generic,Cardio,80.0,23,,,,,
2023-01-24,Samsung calorie adjustment,Cardio,74.0,1,,,,,
2023-01-25,Generic,Cardio,121.0,29,,,,,
2023-01-25,Generic,Cardio,112.0,25,,,,,
2023-01-25,Generic,Cardio,54.0,12,,,,,
2023-01-25,Samsung calorie adjustment,Cardio,169.0,1,,,,,
2023-01-26,Generic,Cardio,67.0,18,,,,,
2023-01-26,Generic,Cardio,65.0,14,,,,,
2023-01-26,Samsung calorie adjustment,Cardio,92.0,1,,,,,
2023-01-27,Generic,Cardio,69.0,16,,,,,
2023-01-27,Generic,Cardio,75.0,16,,,,,
2023-01-27,Samsung calorie adjustment,Cardio,91.0,1,,,,,
2023-01-28,Generic,Cardio,83.0,19,,,,,
2023-01-28,Generic,Cardio,50.0,12,,,,,
2023-01-28,Generic,Cardio,124.0,29,,,,,
2023-01-28,Generic,Cardio,71.0,15,,,,,
2023-01-28,Generic,Cardio,71.0,15,,,,,
2023-01-28,Samsung calorie adjustment,Cardio,276.0,1,,,,,
2023-01-29,Generic,Cardio,48.0,12,,,,,
2023-01-29,Generic,Cardio,43.0,10,,,,,
2023-01-29,Generic,Cardio,55.0,13,,,,,
2023-01-29,Samsung calorie adjustment,Cardio,83.0,1,,,,,
2023-01-30,Generic,Cardio,54.0,13,,,,,
2023-01-30,Generic,Cardio,51.0,10,,,,,
2023-01-30,Generic,Cardio,74.0,16,,,,,
2023-01-30,Generic,Cardio,75.0,17,,,,,
2023-01-30,Samsung calorie adjustment,Cardio,191.0,1,,,,,
2023-01-31,Generic,Cardio,72.0,17,,,,,
2023-01-31,Generic,Cardio,80.0,19,,,,,
2023-01-31,Samsung calorie adjustment,Cardio,81.0,1,,,,,
2023-02-01,Generic,Cardio,75.0,17,,,,,
2023-02-01,Generic,Cardio,73.0,17,,,,,
2023-02-01,Samsung calorie adjustment,Cardio,85.0,1,,,,,
2023-02-02,Generic,Cardio,140.0,37,,,,,
2023-02-02,Generic,Cardio,127.0,29,,,,,
2023-02-02,Generic,Cardio,283.0,66,,,,,
2023-02-02,Samsung calorie adjustment,Cardio,332.0,1,,,,,
2023-02-03,Generic,Cardio,47.0,10,,,,,
2023-02-03,Generic,Cardio,73.0,17,,,,,
2023-02-03,Generic,Cardio,73.0,16,,,,,
2023-02-03,Samsung calorie adjustment,Cardio,206.0,1,,,,,
2023-02-04,Generic,Cardio,45.0,11,,,,,
2023-02-04,Generic,Cardio,65.0,13,,,,,
2023-02-04,Samsung calorie adjustment,Cardio,104.0,1,,,,,
2023-02-05,Generic,Cardio,75.0,17,,,,,
2023-02-05,Generic,Cardio,74.0,17,,,,,
2023-02-05,Samsung calorie adjustment,Cardio,88.0,1,,,,,
2023-02-06,Generic,Cardio,52.0,12,,,,,
2023-02-06,Generic,Cardio,50.0,10,,,,,
2023-02-06,Generic,Cardio,159.0,36,,,,,
2023-02-06,Samsung calorie adjustment,Cardio,185.0,1,,,,,
2023-02-07,Generic,Cardio,66.0,13,,,,,
2023-02-07,Generic,Cardio,69.0,14,,,,,
2023-02-07,Samsung calorie adjustment,Cardio,98.0,1,,,,,
2023-02-08,Generic,Cardio,73.0,17,,,,,
2023-02-08,Generic,Cardio,71.0,16,,,,,
2023-02-08,Samsung calorie adjustment,Cardio,229.0,1,,,,,
2023-02-09,Generic,Cardio,74.0,18,,,,,
2023-02-09,Generic,Cardio,72.0,16,,,,,
2023-02-09,Samsung calorie adjustment,Cardio,87.0,1,,,,,
2023-02-10,Generic,Cardio,75.0,17,,,,,
2023-02-10,Generic,Cardio,65.0,14,,,,,
2023-02-10,Samsung calorie adjustment,Cardio,93.0,1,,,,,
2023-02-11,Samsung calorie adjustment,Cardio,1.0,1,,,,,
